id,path,question,a,b,c,d,answer
train_0188,train/train_0188.jpg,이 사진에 보이는 가전제품은 무엇인가요?,냉장고,세탁기,에어컨,전자레인지,b
train_0189,train/train_0189.jpg,이 사진에서 볼 수 있는 교통수단은 무엇인가요?,자동차,자전거,배,케이블카,d
train_0190,train/train_0190.jpg,이 사진에서 보이는 구조물은 무엇인가요?,방파제,해변 산책로,어항,등대,a
train_0191,train/train_0191.jpg,이 사진이 찍힌 장소는 어디인가요?,헬스장,카페,영화관,도서관,a
train_0192,train/train_0192.jpg,이 이미지에 있는 음식은 무엇인가요?,치킨,피자,햄버거,떡볶이,a
train_0193,train/train_0193.jpg,이 사진 속 음식점은 어디인가요?,롯데리아,KFC,맥도날드,버거킹,c
train_0194,train/train_0194.jpg,이 사진에서 사람들이 먹고 있는 음식은 무엇인가요?,초밥과 라멘,햄버거와 감자튀김,피자와 파스타,삼겹살과 쌈,d
train_0195,train/train_0195.jpg,이 사진에 보이는 음식은 무엇인가요?,초밥과 라멘,햄버거와 감자튀김,국수와 만두,피자와 치킨,d
train_0196,train/train_0196.jpg,이 사진에 보이는 건물은 무엇일까요?,학교,도서관,교회,박물관,c
train_0197,train/train_0197.jpg,이 사진에 보이는 동상들은 무엇을 표현하고 있나요?,동물,로봇,해적,난장이,d
train_0198,train/train_0198.jpg,이 사진에 보이는 건물은 주로 무엇으로 장식되어 있나요?,빨간색 등롱,파란색 꽃,노란색 풍선,흰색 깃발,a
train_0199,train/train_0199.jpg,이 책상 위에 없는 것은 무엇인가요?,껌,텀블러,컴퓨터 마우스,키보드,c
train_0200,train/train_0200.jpg,이 사진에 보이는 물건은 무엇인가요?,프린터,노트북,멀티탭,스마트폰,c
train_0201,train/train_0201.jpg,TV 화면에 나타난 메시지의 주요 내용은 무엇인가요?,입력 신호가 없음을 알리는 메시지,화면 밝기 조절 방법 안내,전원 케이블 연결 상태 안내,채널 변경 방법 안내,a
train_0202,train/train_0202.jpg,이 사진은 어떤 장소를 보여주고 있나요?,회의실,도서관,카페,운동장,a
train_0203,train/train_0203.jpg,이 사진은 어느 도시의 야경을 보여주고 있나요?,서울,제주,부산,인천,c
train_0204,train/train_0204.jpg,이 사진은 어느 지역의 풍경인가요?,제주도,강릉,부산,여수,a
train_0205,train/train_0205.jpg,이 사진에 보이는 거리의 특징은 무엇인가요?,자동차가 많이 다니는 거리이다,공장 지역이다,보행자 전용 거리이다,고속도로이다,c
train_0206,train/train_0206.jpg,이 사진에 나타난 장소는 주로 어떤 시간대에 촬영된 것일까요?,저녁,새벽,밤,낮,c
train_0207,train/train_0207.jpg,이 사진에 보이는 탑의 이름은 무엇인가요?,후쿠오카 타워,롯폰기 힐즈 모리 타워,스카이트리,도쿄타워,a
train_0208,train/train_0208.jpg,사진 속 도로에 주차된 차량의 색깔은 무엇인가요?,파란색,빨간색,검은색,흰색,d
train_0209,train/train_0209.jpg,이 사진이 촬영된 시간대는 언제인가요?,저녁,아침,밤,낮,c
train_0210,train/train_0210.jpg,이 사진 속 장소는 주로 어떤 용도로 사용되는 곳일까요?,사무실,도서관,음식점 주방,카페,d
train_0211,train/train_0211.jpg,이 사진에 보이는 다리는 어느 강 위에 놓여 있나요?,한강,낙동강,금강,영산강,a
train_0212,train/train_0212.jpg,이 사진에서 주로 보이는 음료는 무엇인가요?,차,와인,맥주,커피,d
train_0213,train/train_0213.jpg,이 노란색 차량에 적혀 있는 전화번호는 무엇인가요?,02-345-6789,031-123-4567,010-9999-8888,061-281-1301,d
train_0214,train/train_0214.jpg,이 사진에 보이는 음료는 무엇일까요?,차,탄산음료,주스,아이스커피,d
train_0215,train/train_0215.jpg,이 가게는 무엇을 판매하는 곳인가요?,음식과 음료,꽃과 식물,전자제품,책과 문구류,b
train_0216,train/train_0216.jpg,이 사진에 보이는 꽃은 무엇인가요?,장미,해바라기,벚꽃,튤립,c
train_0217,train/train_0217.jpg,이 사진에 보이는 새는 무엇인가요?,독수리,오리,비둘기,백로,d
train_0218,train/train_0218.jpg,이 사진 속 식물의 열매 색깔은 무엇인가요?,노란색,보라색,붉은색,파란색,b
train_0219,train/train_0219.jpg,이 사진에서 가장 중심에 있는 나무는 무엇인가요?,단풍나무,은행나무,소나무,벚나무,d
train_0220,train/train_0220.jpg,이 사진에서 보이는 자연 경관은 무엇인가요?,사막,초원,해변,모래언덕,d
train_0221,train/train_0221.jpg,이 사진에서 검은 천 위에 놓인 것은 무엇인가요?,모래주머니,돌멩이,쓰레기 봉투,조개껍데기,a
train_0222,train/train_0222.jpg,이 건물의 이름은 무엇인가요?,신두리사구센터,신두리문화센터,신두리해변센터,사구박물관,a
train_0223,train/train_0223.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,양떼,호수,산,나무,b
train_0224,train/train_0224.jpg,이 사진에서 보이는 산의 주된 특징은 무엇인가요?,화산 활동이 있는 산,사막과 같은 건조한 산,울창한 숲이 있는 산,눈으로 뒤덮인 높은 산,d
train_0225,train/train_0225.jpg,이 사진은 어느 도시의 유명한 교차로를 찍은 것일까요?,홍콩 센트럴,서울 강남,뉴욕 타임스퀘어,도쿄 시부야,d
train_0226,train/train_0226.jpg,이 사진 속 고양이가 안고 있는 인형은 무엇일까요?,햄스터 인형,강아지 인형,곰 인형,토끼 인형,c
train_0227,train/train_0227.jpg,사진 속 고양이가 착용한 옷은 무엇을 모티브로 했나요?,강아지,사슴,토끼,여우,b
train_0228,train/train_0228.jpg,이 사진 속 음료는 어떤 종류일 가능성이 가장 높은가요?,아이스 아메리카노,흑임자 라떼,바닐라 라떼,카푸치노,b
train_0229,train/train_0229.jpg,이 사진에서 보이는 자연의 특징으로 알맞은 것은 무엇인가요?,맑은 계곡과 울창한 숲,눈 덮인 산봉우리,광활한 초원과 야생 동물,사막과 모래 언덕,a
train_0230,train/train_0230.jpg,이 사진에 보이는 음식 중에 돼지고기가 포함된 요리는 무엇인가요?,비빔밥,냉면,수육과 제육볶음,김치찌개,c
train_0231,train/train_0231.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,모래사장,바다,건물,산,d
train_0232,train/train_0232.jpg,이 한식 식사에 포함되지 않은 음식은 무엇인가요?,불고기,김치,떡볶이,된장찌개,a
train_0233,train/train_0233.jpg,사진에 보이는 빨간색 물체는 무엇일까요?,손 소독제 케이스,휴대용 보조 배터리,작은 주머니,무선 이어폰 케이스,d
train_0234,train/train_0234.jpg,이 사진에 보이는 제품은 무엇인가요?,립스틱,향수,마스카라,립밤,d
train_0235,train/train_0235.jpg,이 사진에 보이는 빨간색 기구는 무엇인가요?,소화기,소화전,소방차,경보기,b
train_0236,train/train_0236.jpg,사진 속에 있는 동물은 무엇인가요?,토끼,강아지,고양이,햄스터,b
train_0237,train/train_0237.jpg,이 이미지에 보이는 음식은 무엇입니까?,과자,케이크,샌드위치,과일,a
train_0238,train/train_0238.jpg,이 사진에서 새들이 주로 어디에 앉아 있나요?,도로 위에,전선 위에,건물 옥상에,전봇대 위에,b
train_0239,train/train_0239.jpg,이 사진에서 보이는 가장 높은 건물은 무엇인가요?,63빌딩,롯데월드타워,서울시청,남산타워,b
train_0240,train/train_0240.jpg,이 사진에서 사람들이 하고 있는 활동은 무엇인가요?,요가를 하고 있다,축구 경기를 하고 있다,음악 공연을 관람하고 있다,달리기 경주를 하고 있다,a
train_0241,train/train_0241.jpg,이 사진에 보이는 건물의 주요 특징은 무엇인가요?,현대식 고층 건물이다.,일본식 목조 건물이다.,전통 한옥 양식으로 지어진 건물이다.,유럽식 성곽 건물이다.,c
train_0242,train/train_0242.jpg,이 사진에 보이는 주된 자연 현상은 무엇인가요?,번개,무지개,눈,구름,d
train_0243,train/train_0243.jpg,이 음식의 주된 재료가 아닌 것은 무엇인가요?,두부,감자,팽이버섯,소고기,b
train_0244,train/train_0244.jpg,이 음식 구성에서 메인 요리는 무엇인가요?,콩나물 무침,김치,밥,고등어 구이,d
train_0245,train/train_0245.jpg,이 이미지에서 보이는 요리는 무엇인가요?,불고기,샤부샤부,김치찌개,비빔밥,b
train_0246,train/train_0246.jpg,이 쟁반에 담긴 빵 중에서 에그타르트는 어느 것인가요?,가운데 두 개의 갈색 빵,오른쪽 아래 노란 노릇한 빵,쟁반에 없는 빵,왼쪽 노란 빵,b
train_0247,train/train_0247.jpg,이 음식에 사용된 조미료가 아닌 것은 무엇인가요?,간장,참기름,저당 볶음고추장,저칼로리 토마토케첩,a
train_0248,train/train_0248.jpg,이 사진 속 음식은 무엇을 조리하는 모습인가요?,샤브샤브,김치찌개,불고기,비빔밥,a
train_0249,train/train_0249.jpg,이 사진에서 볼 수 없는 빵 종류는 무엇인가요?,소금 버터 베이글,단호박 호두 베이글,참깨 베이글,초콜릿 베이글,d
train_0250,train/train_0250.jpg,이 사진의 음식은 무엇인가요?,비빔밥,불고기,해물탕,김치찌개,c
train_0251,train/train_0251.jpg,이 사진에 있는 음식은 무엇인가요?,떡볶이,치킨,김밥,피자,b
train_0252,train/train_0252.jpg,이 음식은 무엇을 주재료로 사용한 요리일까요?,돼지고기와 새우,참치와 연어,오징어와 문어,소고기와 닭고기,b
train_0253,train/train_0253.jpg,이 이미지에 보이는 주황색 과일은 무엇인가요?,사과,감,배,귤,b
train_0254,train/train_0254.jpg,이 음식 중 해산물이 포함된 요리는 무엇인가요?,피자,리조또,파스타,스테이크,b
train_0255,train/train_0255.jpg,이 사진에 보이는 음식은 무엇일까요?,초콜릿 케이크,당근 케이크,치즈케이크,녹차 바스크 치즈케이크,d
train_0256,train/train_0256.jpg,이 음식 중 두부와 함께 곁들여진 반찬은 무엇인가요?,잡채,감자 튀김,김치 볶음,불고기,c
train_0257,train/train_0257.jpg,이 음식 중 크림 소스가 들어간 요리는 무엇인가요?,크림 파스타,비빔밥,피타 브레드,바베큐 플래터,a
train_0258,train/train_0258.jpg,사진 속 두 사람이 들고 있는 아이스크림 종류는 무엇인가요?,쉐이크와 소프트 아이스크림,아포가토와 젤라또,막대 아이스크림과 콘 아이스크림,빙수와 푸딩,c
train_0259,train/train_0259.jpg,이 사진에 있는 음식은 무엇인가요?,토마토 파스타,감자 수프와 마늘빵,불고기,치킨 샐러드,b
train_0260,train/train_0260.jpg,이 음식들 중 딤섬은 어떤 그릇에 담겨 있나요?,나무 찜통,검은 접시,플라스틱 쟁반,흰색 접시,a
train_0261,train/train_0261.jpg,이 사진에 담긴 과일은 무엇인가요?,바나나,사과,포도,귤,d
train_0262,train/train_0262.jpg,이 음식에 포함되지 않은 재료는 무엇인가요?,감자,두부,당근,브로콜리,a
train_0263,train/train_0263.jpg,이 음식에 소스로 뿌려진 노란색 소스는 무엇일까요?,머스타드,홀랜다이즈 소스,마요네즈,케첩,b
train_0264,train/train_0264.jpg,사진 속 음식은 무엇인가요?,라면,김밥,떡볶이,짜장면,a
train_0265,train/train_0265.jpg,이 사진 속 음식은 어떤 방식으로 조리되고 있나요?,숯불에 꼬치구이 한다,끓는 물에 삶는다,프라이팬에 굽는다,전자레인지에 데운다,a
train_0266,train/train_0266.jpg,이 음식의 주된 재료가 아닌 것은 무엇인가요?,펜네 파스타,새우,닭고기,올리브,c
train_0267,train/train_0267.jpg,이 사진에 보이는 음식은 무엇인가요?,라면,김치찌개,비빔밥,된장찌개,a
train_0268,train/train_0268.jpg,이 사진에서 보이는 케이크 위에 올려진 과일은 무엇인가요?,키위,포도,바나나,딸기,d
train_0269,train/train_0269.jpg,이 사진에 보이는 음식은 무엇인가요?,갈비,불고기,삼겹살,닭갈비,c
train_0270,train/train_0270.jpg,이 사진에서 그릴 위에 올려져 있는 음식이 아닌 것은 무엇인가요?,고기,새우,닭고기,감자,c
train_0271,train/train_0271.jpg,이 사진에서 볼 수 없는 음식은 무엇인가요?,케이크,쿠키,커피,빵,a
train_0272,train/train_0272.jpg,사진 속 음식은 무엇인가요?,스파게티와 샐러드,햄버거와 감자튀김,초밥과 된장국,피자와 라자냐,d
train_0273,train/train_0273.jpg,이 요리에 포함되지 않은 재료는 무엇인가요?,닭고기,새우,그린빈,파인애플,a
train_0274,train/train_0274.jpg,이 접시에 담긴 음식은 무엇인가요?,스테이크,삼겹살,생선구이,치킨,a
train_0275,train/train_0275.jpg,이 음식은 어떤 종류의 요리인가요?,김치찌개,불고기,낙지볶음,비빔밥,c
train_0276,train/train_0276.jpg,이 사진 속 요리는 무엇인가요?,된장찌개,불고기,삼겹살,갈비찜,d
train_0277,train/train_0277.jpg,이 사진 속 식사 메뉴로 알맞은 것은 무엇인가요?,스테이크와 감자,햄버거와 감자튀김,피자와 파스타,치킨과 샐러드,c
train_0278,train/train_0278.jpg,이 사진에서 보이는 음식은 무엇인가요?,비빔밥,떡볶이,삼겹살,김밥,c
train_0279,train/train_0279.jpg,이 음식은 무엇으로 보이나요?,김밥,삼각김밥,떡볶이,참깨가 묻은 튀김 롤,d
train_0280,train/train_0280.jpg,이 이미지에 보이는 음식은 무엇인가요?,스테이크와 감자튀김,김치찌개와 밥,피자와 샐러드,칠리크랩과 새우볶음밥,d
train_0281,train/train_0281.jpg,이 음식은 무엇을 조리하는 데 사용되는 것인가요?,샤브샤브,비빔밥,불고기,김치찌개,a
train_0282,train/train_0282.jpg,이 이미지에서 보이는 디저트 중 과일이 함께 제공된 것은 무엇인가요?,아이스 아메리카노,딸기 크림 팬케이크,바나나 크림 브륄레,아이스크림,b
train_0283,train/train_0283.jpg,이 사진에서 주된 요리로 보이는 음식은 무엇인가요?,생선구이,삼겹살,해물탕,불고기,c
train_0284,train/train_0284.jpg,이 사진에서 구워지고 있는 음식은 무엇인가요?,닭갈비,불고기,갈비찜,삼겹살,d
train_0285,train/train_0285.jpg,이 음식은 무엇인가요?,짜장면과 짬뽕,김치찌개,불고기,비빔밥,a
